Geo Code,Geo Name,Line Number
"2445030","Potton, CT",180215
"2445035","Ayer's Cliff, VL",180342
"2445043","Hatley, MÉ",180469
"2445050","North Hatley, VL",180596
"2445055","Hatley, CT",180723
"2445060","Sainte-Catherine-de-Hatley, MÉ",180850
"2445072","Magog, V",180977
"2445085","Austin, MÉ",181104
"2445093","Eastman, MÉ",181231
"2445095","Bolton-Est, MÉ",181358
"2445100","Saint-Étienne-de-Bolton, MÉ",181485
"2445105","Stukely-Sud, VL",181612
"2445115","Orford, CT",181739
"2446","Brome-Missisquoi",181866
"2446005","Abercorn, VL",181993
"2446010","Frelighsburg, MÉ",182120
"2446017","Saint-Armand, MÉ",182247
"2446025","Pike River, MÉ",182374
"2446030","Stanbridge Station, MÉ",182501
"2446035","Bedford, V",182628
"2446040","Bedford, CT",182755
"2446045","Stanbridge East, MÉ",182882
"2446050","Dunham, V",183009
"2446058","Sutton, V",183136
"2446065","Bolton-Ouest, MÉ",183263
"2446070","Brome, VL",183390
"2446075","Lac-Brome, V",183517
"2446078","Bromont, V",183644
"2446080","Cowansville, V",183771
"2446085","East Farnham, MÉ",183898
"2446090","Brigham, MÉ",184025
"2446095","Saint-Ignace-de-Stanbridge, MÉ",184152
"2446100","Notre-Dame-de-Stanbridge, MÉ",184279
"2446105","Sainte-Sabine, MÉ",184406
"2446112","Farnham, V",184533
"2447","La Haute-Yamaska",184660
"2447010","Saint-Alphonse-de-Granby, MÉ",184787
"2447017","Granby, V",184914
"2447025","Waterloo, V",185041
"2447030","Warden, VL",185168
"2447035","Shefford, CT",185295
"2447040","Saint-Joachim-de-Shefford, MÉ",185422
"2447047","Roxton Pond, MÉ",185549
"2447055","Sainte-Cécile-de-Milton, MÉ",185676
"2448","Acton",185803
"2448005","Béthanie, MÉ",185930
"2448010","Roxton Falls, VL",186057
"2448015","Roxton, CT",186184
"2448020","Sainte-Christine, PE",186311
"2448028","Acton Vale, V",186438
"2448038","Upton, MÉ",186565
"2448045","Saint-Théodore-d'Acton, MÉ",186692
"2448050","Saint-Nazaire-d'Acton, PE",186819
"2449","Drummond",186946
"2449005","Saint-Félix-de-Kingsey, MÉ",187073
"2449015","Durham-Sud, MÉ",187200
"2449020","Lefebvre, MÉ",187327
"2449025","L'Avenir, MÉ",187454
"2449030","Saint-Lucien, MÉ",187581
"2449040","Wickham, MÉ",187708
"2449048","Saint-Germain-de-Grantham, MÉ",187835
"2449058","Drummondville, V",187962
"2449070","Saint-Cyrille-de-Wendover, MÉ",188089
"2449075","Notre-Dame-du-Bon-Conseil, VL",188216
"2449080","Notre-Dame-du-Bon-Conseil, PE",188343
"2449085","Sainte-Brigitte-des-Saults, PE",188470
"2449095","Saint-Majorique-de-Grantham, PE",188597
"2449100","Saint-Edmond-de-Grantham, PE",188724
"2449105","Saint-Eugène, MÉ",188851
"2449113","Saint-Guillaume, MÉ",188978
"2449125","Saint-Bonaventure, MÉ",189105
"2449130","Saint-Pie-de-Guire, PE",189232
"2450","Nicolet-Yamaska",189359
"2450005","Sainte-Eulalie, MÉ",189486
"2450013","Aston-Jonction, MÉ",189613
"2450023","Saint-Wenceslas, MÉ",189740
"2450030","Saint-Célestin, VL",189867
"2450035","Saint-Célestin, MÉ",189994
"2450042","Saint-Léonard-d'Aston, MÉ",190121
"2450050","Sainte-Perpétue, PE",190248
"2450057","Sainte-Monique, MÉ",190375
"2450065","Grand-Saint-Esprit, MÉ",190502
"2450072","Nicolet, V",190629
"2450085","La Visitation-de-Yamaska, MÉ",190756
"2450090","Saint-Zéphirin-de-Courval, PE",190883
"2450095","Saint-Elphège, PE",191010
"2450100","Baie-du-Febvre, MÉ",191137
"2450113","Pierreville, MÉ",191264
"2450128","Saint-François-du-Lac, MÉ",191391
"2450802","Odanak, IRI",191518
"2451","Maskinongé",191645
"2451008","Maskinongé, MÉ",191772
"2451015","Louiseville, V",191899
"2451020","Yamachiche, MÉ",192026
"2451025","Saint-Barnabé, PE",192153
"2451030","Saint-Sévère, PE",192280
"2451035","Saint-Léon-le-Grand, PE",192407
"2451040","Sainte-Ursule, PE",192534
"2451045","Saint-Justin, MÉ",192661
"2451050","Saint-Édouard-de-Maskinongé, MÉ",192788
"2451055","Sainte-Angèle-de-Prémont, MÉ",192915
"2451060","Saint-Paulin, MÉ",193042
"2451065","Saint-Alexis-des-Monts, PE",193169
"2451070","Saint-Mathieu-du-Parc, MÉ",193296
"2451075","Saint-Élie-de-Caxton, MÉ",193423
"2451080","Charette, MÉ",193550
"2451085","Saint-Boniface, MÉ",193677
"2451090","Saint-Étienne-des-Grès, PE",193804
"2452","D'Autray",193931
"2452007","Lavaltrie, V",194058
"2452017","Lanoraie, MÉ",194185
"2452030","Sainte-Élisabeth, MÉ",194312
"2452035","Berthierville, V",194439
"2452040","Sainte-Geneviève-de-Berthier, MÉ",194566
"2452045","Saint-Ignace-de-Loyola, MÉ",194693
"2452050","La Visitation-de-l'Île-Dupas, MÉ",194820
"2452055","Saint-Barthélemy, PE",194947
"2452062","Saint-Cuthbert, MÉ",195074
"2452070","Saint-Norbert, PE",195201
"2452075","Saint-Cléophas-de-Brandon, MÉ",195328
"2452080","Saint-Gabriel, V",195455
"2452085","Saint-Gabriel-de-Brandon, MÉ",195582
"2452090","Saint-Didace, PE",195709
"2452095","Mandeville, MÉ",195836
"2453","Pierre-De Saurel",195963
"2453005","Saint-David, MÉ",196090
"2453010","Massueville, VL",196217
"2453015","Saint-Aimé, MÉ",196344
"2453020","Saint-Robert, MÉ",196471
"2453025","Sainte-Victoire-de-Sorel, MÉ",196598
"2453032","Saint-Ours, V",196725
"2453040","Saint-Roch-de-Richelieu, MÉ",196852
"2453050","Saint-Joseph-de-Sorel, V",196979
"2453052","Sorel-Tracy, V",197106
"2453065","Sainte-Anne-de-Sorel, MÉ",197233
"2453072","Yamaska, MÉ",197360
"2453085","Saint-Gérard-Majella, PE",197487
"2454","Les Maskoutains",197614
"2454008","Saint-Pie, V",197741
"2454017","Saint-Damase, MÉ",197868
"2454025","Sainte-Madeleine, VL",197995
"2454030","Sainte-Marie-Madeleine, PE",198122
"2454035","La Présentation, MÉ",198249
"2454048","Saint-Hyacinthe, V",198376
"2454060","Saint-Dominique, MÉ",198503
"2454065","Saint-Valérien-de-Milton, MÉ",198630
"2454072","Saint-Liboire, MÉ",198757
"2454090","Saint-Simon, MÉ",198884
"2454095","Sainte-Hélène-de-Bagot, MÉ",199011
"2454100","Saint-Hugues, MÉ",199138
"2454105","Saint-Barnabé-Sud, MÉ",199265
"2454110","Saint-Jude, MÉ",199392
"2454115","Saint-Bernard-de-Michaudville, MÉ",199519
"2454120","Saint-Louis, MÉ",199646
"2454125","Saint-Marcel-de-Richelieu, MÉ",199773
"2455","Rouville",199900
"2455008","Ange-Gardien, MÉ",200027
"2455015","Saint-Paul-d'Abbotsford, MÉ",200154
"2455023","Saint-Césaire, V",200281
"2455030","Sainte-Angèle-de-Monnoir, MÉ",200408
"2455037","Rougemont, MÉ",200535
"2455048","Marieville, V",200662
"2455057","Richelieu, V",200789
"2455065","Saint-Mathias-sur-Richelieu, MÉ",200916
"2456","Le Haut-Richelieu",201043
"2456005","Venise-en-Québec, MÉ",201170
"2456010","Saint-Georges-de-Clarenceville, MÉ",201297
"2456015","Noyan, MÉ",201424
"2456023","Lacolle, MÉ",201551
"2456030","Saint-Valentin, MÉ",201678
"2456035","Saint-Paul-de-l'Île-aux-Noix, MÉ",201805
"2456042","Henryville, MÉ",201932
"2456050","Saint-Sébastien, MÉ",202059
"2456055","Saint-Alexandre, MÉ",202186
"2456060","Sainte-Anne-de-Sabrevois, PE",202313
"2456065","Saint-Blaise-sur-Richelieu, MÉ",202440
"2456083","Saint-Jean-sur-Richelieu, V",202567
"2456097","Mont-Saint-Grégoire, MÉ",202694
"2456105","Sainte-Brigide-d'Iberville, MÉ",202821
"2457","La Vallée-du-Richelieu",202948
"2457005","Chambly, V",203075
"2457010","Carignan, V",203202
"2457020","Saint-Basile-le-Grand, V",203329
"2457025","McMasterville, MÉ",203456
"2457030","Otterburn Park, V",203583
"2457033","Saint-Jean-Baptiste, MÉ",203710
"2457035","Mont-Saint-Hilaire, V",203837
"2457040","Beloeil, V",203964
"2457045","Saint-Mathieu-de-Beloeil, MÉ",204091
"2457050","Saint-Marc-sur-Richelieu, MÉ",204218
"2457057","Saint-Charles-sur-Richelieu, MÉ",204345
"2457068","Saint-Denis-sur-Richelieu, MÉ",204472
"2457075","Saint-Antoine-sur-Richelieu, MÉ",204599
"2458","Longueuil",204726
"2458007","Brossard, V",204853
"2458012","Saint-Lambert, V",204980
"2458033","Boucherville, V",205107
"2458037","Saint-Bruno-de-Montarville, V",205234
"2458227","Longueuil, V",205361
"2459","Marguerite-D'Youville",205488
"2459010","Sainte-Julie, V",205615
"2459015","Saint-Amable, MÉ",205742
"2459020","Varennes, V",205869
"2459025","Verchères, MÉ",205996
"2459030","Calixa-Lavallée, MÉ",206123
"2459035","Contrecoeur, V",206250
"2460","L'Assomption",206377
"2460005","Charlemagne, V",206504
"2460013","Repentigny, V",206631
"2460020","Saint-Sulpice, PE",206758
"2460028","L'Assomption, V",206885
"2460035","L'Épiphanie, V",207012
"2460040","L'Épiphanie, PE",207139
"2461","Joliette",207266
"2461005","Saint-Paul, MÉ",207393
"2461013","Crabtree, MÉ",207520
"2461020","Saint-Pierre, VL",207647
"2461025","Joliette, V",207774
"2461027","Saint-Thomas, MÉ",207901
"2461030","Notre-Dame-des-Prairies, V",208028
"2461035","Saint-Charles-Borromée, MÉ",208155
"2461040","Saint-Ambroise-de-Kildare, MÉ",208282
"2461045","Notre-Dame-de-Lourdes, MÉ",208409
"2461050","Sainte-Mélanie, MÉ",208536
"2462","Matawinie",208663
"2462007","Saint-Félix-de-Valois, MÉ",208790
"2462015","Saint-Jean-de-Matha, MÉ",208917
"2462020","Sainte-Béatrix, MÉ",209044
"2462025","Saint-Alphonse-Rodriguez, MÉ",209171
"2462030","Sainte-Marcelline-de-Kildare, MÉ",209298
"2462037","Rawdon, MÉ",209425
"2462047","Chertsey, MÉ",209552
"2462053","Entrelacs, MÉ",209679
"2462055","Notre-Dame-de-la-Merci, MÉ",209806
"2462060","Saint-Donat, MÉ",209933
"2462065","Saint-Côme, PE",210060
"2462070","Sainte-Émélie-de-l'Énergie, MÉ",210187
"2462075","Saint-Damien, PE",210314
"2462080","Saint-Zénon, MÉ",210441
"2462085","Saint-Michel-des-Saints, MÉ",210568
"2462802","Manawan, IRI",210695
"2462912","Saint-Guillaume-Nord, NO",210822
"2463","Montcalm",210949
"2463005","Sainte-Marie-Salomé, PE",211076
"2463013","Saint-Jacques, MÉ",211203
"2463023","Saint-Alexis, MÉ",211330
"2463030","Saint-Esprit, MÉ",211457
"2463035","Saint-Roch-de-l'Achigan, MÉ",211584
"2463040","Saint-Roch-Ouest, MÉ",211711
"2463048","Saint-Lin--Laurentides, V",211838
"2463055","Saint-Calixte, MÉ",211965
"2463060","Sainte-Julienne, MÉ",212092
"2463065","Saint-Liguori, PE",212219
"2464","Les Moulins",212346
"2464008","Terrebonne, V",212473
"2464015","Mascouche, V",212600
"2465","Laval",212727
"2465005","Laval, V",212854
"2466","Montréal",212981
"2466007","Montréal-Est, V",213108
"2466023","Montréal, V",213235
"2466032","Westmount, V",213362
"2466047","Montréal-Ouest, V",213489
"2466058","Côte-Saint-Luc, V",213616
"2466062","Hampstead, V",213743
"2466072","Mont-Royal, V",213870
"2466087","Dorval, V",213997
"2466097","Pointe-Claire, V",214124
"2466102","Kirkland, V",214251
"2466107","Beaconsfield, V",214378
"2466112","Baie-D'Urfé, V",214505
"2466117","Sainte-Anne-de-Bellevue, V",214632
"2466127","Senneville, VL",214759
"2466142","Dollard-Des Ormeaux, V",214886
"2467","Roussillon",215013
"2467005","Saint-Mathieu, MÉ",215140
"2467010","Saint-Philippe, MÉ",215267
"2467015","La Prairie, V",215394
"2467020","Candiac, V",215521
"2467025","Delson, V",215648
"2467030","Sainte-Catherine, V",215775
"2467035","Saint-Constant, V",215902
"2467040","Saint-Isidore, PE",216029
"2467045","Mercier, V",216156
"2467050","Châteauguay, V",216283
"2467055","Léry, V",216410
"2468","Les Jardins-de-Napierville",216537
"2468005","Saint-Bernard-de-Lacolle, PE",216664
"2468010","Hemmingford, VL",216791
"2468015","Hemmingford, CT",216918
"2468020","Sainte-Clotilde, MÉ",217045
"2468025","Saint-Patrice-de-Sherrington, MÉ",217172
"2468030","Napierville, MÉ",217299
"2468035","Saint-Cyprien-de-Napierville, MÉ",217426
"2468040","Saint-Jacques-le-Mineur, MÉ",217553
"2468045","Saint-Édouard, MÉ",217680
"2468050","Saint-Michel, MÉ",217807
"2468055","Saint-Rémi, V",217934
"2469","Le Haut-Saint-Laurent",218061
"2469005","Havelock, CT",218188
"2469010","Franklin, MÉ",218315
"2469017","Saint-Chrysostome, MÉ",218442
"2469025","Howick, MÉ",218569
"2469030","Très-Saint-Sacrement, PE",218696
"2469037","Ormstown, MÉ",218823
"2469045","Hinchinbrooke, MÉ",218950
"2469050","Elgin, MÉ",219077
"2469055","Huntingdon, V",219204
"2469060","Godmanchester, CT",219331
"2469065","Sainte-Barbe, MÉ",219458
"2469070","Saint-Anicet, MÉ",219585
"2469075","Dundee, CT",219712
"2469802","Akwesasne, IRI",219839
"2470","Beauharnois-Salaberry",219966
"2470005","Saint-Urbain-Premier, MÉ",220093
"2470012","Sainte-Martine, MÉ",220220
"2470022","Beauharnois, V",220347
"2470030","Saint-Étienne-de-Beauharnois, MÉ",220474
"2470035","Saint-Louis-de-Gonzague, PE",220601
"2470040","Saint-Stanislas-de-Kostka, MÉ",220728
"2470052","Salaberry-de-Valleyfield, V",220855
"2471","Vaudreuil-Soulanges",220982
"2471005","Rivière-Beaudette, MÉ",221109
"2471015","Saint-Télesphore, MÉ",221236
"2471020","Saint-Polycarpe, MÉ",221363
"2471025","Saint-Zotique, MÉ",221490
"2471033","Les Coteaux, MÉ",221617
"2471040","Coteau-du-Lac, V",221744
"2471045","Saint-Clet, MÉ",221871
"2471050","Les Cèdres, MÉ",221998
"2471055","Pointe-des-Cascades, VL",222125
"2471060","L'Île-Perrot, V",222252
"2471065","Notre-Dame-de-l'Île-Perrot, V",222379
"2471070","Pincourt, V",222506
"2471075","Terrasse-Vaudreuil, MÉ",222633
"2471083","Vaudreuil-Dorion, V",222760
"2471090","Vaudreuil-sur-le-Lac, VL",222887
"2471095","L'Île-Cadieux, V",223014
"2471100","Hudson, V",223141
"2471105","Saint-Lazare, V",223268
"2471110","Sainte-Marthe, MÉ",223395
"2471115","Sainte-Justine-de-Newton, MÉ",223522
"2471125","Très-Saint-Rédempteur, MÉ",223649
"2471133","Rigaud, V",223776
"2471140","Pointe-Fortune, VL",223903
"2472","Deux-Montagnes",224030
"2472005","Saint-Eustache, V",224157
"2472010","Deux-Montagnes, V",224284
"2472015","Sainte-Marthe-sur-le-Lac, V",224411
"2472020","Pointe-Calumet, MÉ",224538
"2472025","Saint-Joseph-du-Lac, MÉ",224665
"2472032","Oka, MÉ",224792
"2472043","Saint-Placide, MÉ",224919
"2473","Thérèse-De Blainville",225046
"2473005","Boisbriand, V",225173
"2473010","Sainte-Thérèse, V",225300
"2473015","Blainville, V",225427
"2473020","Rosemère, V",225554
"2473025","Lorraine, V",225681
"2473030","Bois-des-Filion, V",225808
"2473035","Sainte-Anne-des-Plaines, V",225935
"2474","Mirabel",226062
"2474005","Mirabel, V",226189
"2475","La Rivière-du-Nord",226316
"2475005","Saint-Colomban, V",226443
"2475017","Saint-Jérôme, V",226570
"2475028","Sainte-Sophie, MÉ",226697
"2475040","Prévost, V",226824
"2475045","Saint-Hippolyte, MÉ",226951
"2476","Argenteuil",227078
"2476008","Saint-André-d'Argenteuil, MÉ",227205
"2476020","Lachute, V",227332
"2476025","Gore, CT",227459
"2476030","Mille-Isles, MÉ",227586
"2476035","Wentworth, CT",227713
"2476043","Brownsburg-Chatham, V",227840
"2476052","Grenville-sur-la-Rouge, MÉ",227967
"2476055","Grenville, VL",228094
"2476065","Harrington, CT",228221
"2477","Les Pays-d'en-Haut",228348
"2477011","Estérel, V",228475
"2477012","Sainte-Marguerite-du-Lac-Masson, V",228602
"2477022","Sainte-Adèle, V",228729
"2477030","Piedmont, MÉ",228856
"2477035","Sainte-Anne-des-Lacs, PE",228983
"2477043","Saint-Sauveur, V",229110
"2477050","Morin-Heights, MÉ",229237
"2477055","Lac-des-Seize-Îles, MÉ",229364
"2477060","Wentworth-Nord, MÉ",229491
"2477065","Saint-Adolphe-d'Howard, MÉ",229618
"2478","Les Laurentides",229745
"2478005","Val-Morin, MÉ",229872
"2478010","Val-David, VL",229999
"2478015","Lantier, MÉ",230126
"2478020","Sainte-Lucie-des-Laurentides, MÉ",230253
"2478032","Sainte-Agathe-des-Monts, V",230380
"2478042","Ivry-sur-le-Lac, MÉ",230507
"2478047","Saint-Faustin--Lac-Carré, MÉ",230634
"2478050","Barkmere, V",230761
"2478055","Montcalm, MÉ",230888
"2478060","Arundel, CT",231015
"2478065","Huberdeau, MÉ",231142
"2478070","Amherst, CT",231269
"2478075","Brébeuf, PE",231396
"2478095","Lac-Supérieur, MÉ",231523
"2478100","Val-des-Lacs, MÉ",231650
"2478102","Mont-Tremblant, V",231777
"2478115","La Conception, MÉ",231904
"2478120","Labelle, MÉ",232031
"2478127","Lac-Tremblant-Nord, MÉ",232158
"2478130","La Minerve, MÉ",232285
"2479","Antoine-Labelle",232412
"2479005","Notre-Dame-du-Laus, MÉ",232539
"2479010","Notre-Dame-de-Pontmain, MÉ",232666
"2479015","Lac-du-Cerf, MÉ",232793
"2479022","Saint-Aimé-du-Lac-des-Îles, MÉ",232920
"2479025","Kiamika, MÉ",233047
"2479030","Nominingue, MÉ",233174
"2479037","Rivière-Rouge, V",233301
"2479047","La Macaza, MÉ",233428
"2479050","L'Ascension, MÉ",233555
"2479060","Lac-Saguay, VL",233682
"2479065","Chute-Saint-Philippe, MÉ",233809
"2479078","Lac-des-Écorces, MÉ",233936
"2479088","Mont-Laurier, V",234063
"2479097","Ferme-Neuve, MÉ",234190
"2479105","Lac-Saint-Paul, MÉ",234317
"2479110","Mont-Saint-Michel, MÉ",234444
"2479115","Sainte-Anne-du-Lac, MÉ",234571
"2480","Papineau",234698
"2480005","Fassett, MÉ",234825
"2480010","Montebello, MÉ",234952
"2480015","Notre-Dame-de-Bonsecours, MÉ",235079
"2480020","Notre-Dame-de-la-Paix, MÉ",235206
"2480027","Saint-André-Avellin, MÉ",235333
"2480037","Papineauville, MÉ",235460
"2480045","Plaisance, MÉ",235587
"2480050","Thurso, V",235714
"2480055","Lochaber, CT",235841
"2480060","Lochaber-Partie-Ouest, CT",235968
"2480065","Mayo, MÉ",236095
"2480070","Saint-Sixte, MÉ",236222
"2480078","Ripon, MÉ",236349
"2480085","Mulgrave-et-Derry, MÉ",236476
"2480090","Montpellier, MÉ",236603
"2480095","Lac-Simon, MÉ",236730
"2480103","Chénéville, MÉ",236857
"2480110","Namur, MÉ",236984
"2480115","Boileau, MÉ",237111
"2480125","Saint-Émile-de-Suffolk, MÉ",237238
"2480130","Lac-des-Plages, MÉ",237365
"2480135","Duhamel, MÉ",237492
"2480140","Val-des-Bois, MÉ",237619
"2480145","Bowman, MÉ",237746
"2481","Gatineau",237873
"2481017","Gatineau, V",238000
"2482","Les Collines-de-l'Outaouais",238127
"2482005","L'Ange-Gardien, MÉ",238254
"2482010","Notre-Dame-de-la-Salette, MÉ",238381
"2482015","Val-des-Monts, MÉ",238508
"2482020","Cantley, MÉ",238635
"2482025","Chelsea, MÉ",238762
"2482030","Pontiac, MÉ",238889
"2482035","La Pêche, MÉ",239016
"2483","La Vallée-de-la-Gatineau",239143
"2483005","Denholm, MÉ",239270
"2483010","Low, CT",239397
"2483015","Kazabazua, MÉ",239524
"2483020","Lac-Sainte-Marie, MÉ",239651
"2483032","Gracefield, V",239778
"2483040","Cayamant, MÉ",239905
"2483045","Blue Sea, MÉ",240032
"2483050","Bouchette, MÉ",240159
"2483055","Sainte-Thérèse-de-la-Gatineau, MÉ",240286
"2483060","Messines, MÉ",240413
"2483065","Maniwaki, V",240540
"2483070","Déléage, MÉ",240667
"2483075","Egan-Sud, MÉ",240794
"2483085","Bois-Franc, MÉ",240921
"2483088","Montcerf-Lytton, MÉ",241048
"2483090","Aumond, CT",241175
"2483095","Grand-Remous, MÉ",241302
"2483802","Kitigan Zibi, IRI",241429
"2484","Pontiac",241556
"2484005","Bristol, MÉ",241683
"2484010","Shawville, MÉ",241810
"2484015","Clarendon, MÉ",241937
"2484020","Portage-du-Fort, VL",242064
"2484025","Bryson, MÉ",242191
"2484030","Campbell's Bay, MÉ",242318
"2484035","L'Île-du-Grand-Calumet, MÉ",242445
"2484040","Litchfield, MÉ",242572
"2484045","Thorne, MÉ",242699
"2484050","Alleyn-et-Cawood, MÉ",242826
"2484055","Otter Lake, MÉ",242953
"2484060","Fort-Coulonge, VL",243080
"2484065","Mansfield-et-Pontefract, MÉ",243207
"2484070","Waltham, MÉ",243334
"2484082","L'Isle-aux-Allumettes, MÉ",243461
"2484090","Chichester, CT",243588
"2484095","Sheenboro, MÉ",243715
"2484100","Rapides-des-Joachims, MÉ",243842
"2485","Témiscamingue",243969
"2485005","Témiscaming, V",244096
"2485010","Kipawa, MÉ",244223
"2485015","Saint-Édouard-de-Fabre, PE",244350
"2485020","Béarn, MÉ",244477
"2485025","Ville-Marie, V",244604
"2485030","Duhamel-Ouest, MÉ",244731
"2485037","Lorrainville, MÉ",244858
"2485045","Saint-Bruno-de-Guigues, MÉ",244985
"2485050","Laverlochère, MÉ",245112
"2485055","Fugèreville, MÉ",245239
"2485060","Latulipe-et-Gaboury, CU",245366
"2485065","Belleterre, V",245493
"2485070","Laforce, MÉ",245620
"2485075","Moffet, MÉ",245747
"2485080","Angliers, VL",245874
"2485085","Saint-Eugène-de-Guigues, MÉ",246001
"2485090","Notre-Dame-du-Nord, MÉ",246128
"2485095","Guérin, CT",246255
"2485100","Nédélec, CT",246382
"2485105","Rémigny, MÉ",246509
"2485802","Kebaowek, IRI",246636
"2485804","Winneway, S-É",246763
"2485806","Timiskaming, IRI",246890
"2485905","Laniel, NO",247017
"2486","Rouyn-Noranda",247144
"2486042","Rouyn-Noranda, V",247271
"2487","Abitibi-Ouest",247398
"2487005","Duparquet, V",247525
"2487010","Rapide-Danseur, MÉ",247652
"2487015","Roquemaure, MÉ",247779
"2487020","Gallichan, MÉ",247906
"2487025","Palmarolle, MÉ",248033
"2487030","Sainte-Germaine-Boulé, MÉ",248160
"2487035","Poularies, MÉ",248287
"2487042","Taschereau, MÉ",248414
"2487050","Authier, MÉ",248541
"2487058","Macamic, V",248668
"2487070","Sainte-Hélène-de-Mancebourg, PE",248795
"2487075","Clerval, MÉ",248922
"2487080","La Reine, MÉ",249049
"2487085","Dupuy, MÉ",249176
"2487090","La Sarre, V",249303
"2487095","Chazel, MÉ",249430
"2487100","Authier-Nord, MÉ",249557
"2487105","Val-Saint-Gilles, MÉ",249684
"2487110","Clermont, CT",249811
"2487115","Normétal, MÉ",249938
"2487120","Saint-Lambert, PE",250065
"2487904","Rivière-Ojima, NO",250192
"2488","Abitibi",250319
"2488005","Champneuf, MÉ",250446
"2488010","Rochebaucourt, MÉ",250573
"2488015","La Morandière, MÉ",250700
"2488022","Barraute, MÉ",250827
"2488030","La Corne, MÉ",250954
"2488035","Landrienne, CT",251081
"2488040","Saint-Marc-de-Figuery, PE",251208
"2488045","La Motte, MÉ",251335
"2488050","Saint-Mathieu-d'Harricana, MÉ",251462
"2488055","Amos, V",251589
"2488060","Saint-Félix-de-Dalquier, MÉ",251716
"2488065","Saint-Dominique-du-Rosaire, MÉ",251843
"2488070","Berry, MÉ",251970
"2488075","Trécesson, CT",252097
"2488080","Launay, CT",252224
"2488085","Sainte-Gertrude-Manneville, MÉ",252351
"2488090","Preissac, MÉ",252478
"2488802","Pikogan, IRI",252605
"2488904","Lac-Chicobi, NO",252732
"2489","La Vallée-de-l'Or",252859
"2489008","Val-d'Or, V",252986
"2489010","Rivière-Héva, MÉ",253113
"2489015","Malartic, V",253240
"2489040","Senneterre, V",253367
"2489045","Senneterre, PE",253494
"2489050","Belcourt, MÉ",253621
"2489802","Kitcisakik, S-É",253748
"2489804","Lac-Simon, IRI",253875
"2490","La Tuque",254002
"2490012","La Tuque, V",254129
"2490017","La Bostonnais, MÉ",254256
"2490027","Lac-Édouard, MÉ",254383
"2490802","Wemotaci, IRI",254510
"2490804","Obedjiwan, IRI",254637
"2491","Le Domaine-du-Roy",254764
"2491005","Lac-Bouchette, MÉ",254891
"2491010","Saint-André-du-Lac-Saint-Jean, VL",255018
"2491015","Saint-François-de-Sales, MÉ",255145
"2491020","Chambord, MÉ",255272
"2491025","Roberval, V",255399
"2491030","Sainte-Hedwidge, MÉ",255526
"2491035","Saint-Prime, MÉ",255653
"2491042","Saint-Félicien, V",255780
"2491050","La Doré, PE",255907
"2491802","Mashteuiatsh, IRI",256034
"2492","Maria-Chapdelaine",256161
"2492005","Saint-Augustin, PE",256288
"2492010","Péribonka, MÉ",256415
"2492015","Sainte-Jeanne-d'Arc, VL",256542
"2492022","Dolbeau-Mistassini, V",256669
"2492030","Albanel, MÉ",256796
"2492040","Normandin, V",256923
"2492045","Saint-Thomas-Didyme, MÉ",257050
"2492050","Saint-Edmond-les-Plaines, MÉ",257177
"2492055","Girardville, MÉ",257304
"2492060","Notre-Dame-de-Lorette, MÉ",257431
"2492065","Saint-Eugène-d'Argentenay, MÉ",257558
"2492070","Saint-Stanislas, MÉ",257685
"2492902","Passes-Dangereuses, NO",257812
"2493","Lac-Saint-Jean-Est",257939
"2493005","Desbiens, V",258066
"2493012","Métabetchouan--Lac-à-la-Croix, V",258193
"2493020","Hébertville, MÉ",258320
"2493025","Hébertville-Station, VL",258447
"2493030","Saint-Bruno, MÉ",258574
"2493035","Saint-Gédéon, MÉ",258701
"2493042","Alma, V",258828
"2493045","Saint-Nazaire, MÉ",258955
"2493055","Labrecque, MÉ",259082
"2493060","Lamarche, MÉ",259209
"2493065","L'Ascension-de-Notre-Seigneur, PE",259336
"2493070","Saint-Henri-de-Taillon, MÉ",259463
"2493075","Sainte-Monique, MÉ",259590
"2493080","Saint-Ludger-de-Milot, MÉ",259717
"2493908","Belle-Rivière, NO",259844
"2494","Le Saguenay-et-son-Fjord",259971
"2494068","Saguenay, V",260098
"2494205","Petit-Saguenay, MÉ",260225
"2494210","L'Anse-Saint-Jean, MÉ",260352
"2494215","Rivière-Éternité, MÉ",260479
"2494220","Ferland-et-Boilleau, MÉ",260606
"2494225","Saint-Félix-d'Otis, MÉ",260733
"2494230","Sainte-Rose-du-Nord, PE",260860
"2494235","Saint-Fulgence, MÉ",260987
"2494240","Saint-Honoré, MÉ",261114
"2494245","Saint-David-de-Falardeau, MÉ",261241
"2494250","Bégin, MÉ",261368
"2494255","Saint-Ambroise, MÉ",261495
"2494260","Saint-Charles-de-Bourget, MÉ",261622
"2494265","Larouche, MÉ",261749
"2495","La Haute-Côte-Nord",261876
"2495005","Tadoussac, VL",262003
"2495010","Sacré-Coeur, MÉ",262130
"2495018","Les Bergeronnes, MÉ",262257
"2495025","Les Escoumins, MÉ",262384
"2495032","Longue-Rive, MÉ",262511
"2495040","Portneuf-sur-Mer, MÉ",262638
"2495045","Forestville, V",262765
"2495050","Colombier, MÉ",262892
"2495802","Essipit, IRI",263019
"2496","Manicouagan",263146
"2496005","Baie-Trinité, VL",263273
"2496010","Godbout, VL",263400
"2496015","Franquelin, MÉ",263527
"2496020","Baie-Comeau, V",263654
"2496025","Pointe-Lebel, VL",263781
"2496030","Pointe-aux-Outardes, VL",263908
